collision_index,collision_year,collision_ref_no,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_imd_decile,lsoa_of_casualty,enhanced_casualty_severity,casualty_injury_based,casualty_adjusted_severity_serious,casualty_adjusted_severity_slight,casualty_distance_banding
2021411040768,2021,411040768,1,1,3,2,15,3,2,5,3,0,0,0,0,8,E01033027,7,1,1,0,-1
2021010296300,2021,010296300,1,1,1,1,27,6,3,0,0,0,0,0,3,5,E01001524,-1,0,0,1,-1
2021070629081,2021,070629081,1,1,1,1,38,7,3,0,0,0,0,0,3,2,E01018714,-1,0,0.06126,0.93874,-1
2021201115699,2021,201115699,2,1,2,1,27,6,3,0,0,1,0,0,9,3,E01032241,3,1,0,1,-1
202134WNC0911,2021,34WNC0911,2,2,2,2,68,10,3,0,0,1,0,0,9,-1,-1,-1,0,0.01108,0.98892,-1
2021461124907,2021,461124907,1,1,1,1,34,6,3,0,0,0,0,0,9,7,E01032737,3,1,0,1,-1
202163B080821,2021,63B080821,1,1,1,1,65,9,3,0,0,0,0,0,9,-1,-1,-1,0,0.15558,0.84442,-1
2021010288015,2021,010288015,1,1,3,2,67,10,3,1,9,0,0,0,0,-1,-1,-1,0,0,1,-1
2021622100206,2021,622100206,1,1,1,1,35,6,3,0,0,0,0,0,3,9,W01001921,-1,0,0.11597,0.88403,-1
2021991067214,2021,991067214,1,1,1,1,46,8,2,0,0,0,0,0,5,1,E01004797,5,1,1,0,-1
2021041076438,2021,041076438,2,1,1,1,49,8,3,0,0,0,0,0,9,4,E01012712,3,1,0,1,-1
2021010321281,2021,010321281,1,1,1,1,27,6,3,0,0,0,0,0,1,3,E01004019,-1,0,0,1,-1
2021522200487,2021,522200487,2,1,1,1,51,8,3,0,0,0,0,0,5,8,E01014868,-1,0,0.08992,0.91008,-1
2021221037976,2021,221037976,1,1,1,1,75,10,3,0,0,0,0,0,9,7,E01006580,3,1,0,1,-1
2021332100271,2021,332100271,2,1,1,2,79,11,3,0,0,0,0,0,9,8,E01025613,-1,0,0.02512,0.97488,-1
2021991128343,2021,991128343,1,1,2,1,21,5,3,0,0,2,0,0,9,8,-1,3,1,0,1,-1
2021010314375,2021,010314375,1,1,1,1,29,6,3,0,0,0,0,0,1,8,E01001302,-1,0,0,1,-1
2021991040571,2021,991040571,2,1,1,1,61,9,3,0,0,0,0,0,1,6,-1,3,1,0,1,-1
2021061103658,2021,061103658,3,2,2,2,14,3,3,0,0,1,0,0,9,3,E01011824,3,1,0,1,-1
2021501058713,2021,501058713,1,1,1,2,20,4,3,0,0,0,0,0,9,6,E01019011,3,1,0,1,-1
2021430186805,2021,430186805,2,1,1,1,33,6,3,0,0,0,0,0,1,2,E01016847,-1,0,0.15995,0.84005,-1
2021061130403,2021,061130403,1,1,1,1,35,6,1,0,0,0,0,0,9,1,E01004862,1,1,0,0,-1
2021421043025,2021,421043025,2,1,2,2,24,5,3,0,0,1,0,0,9,7,E01021971,3,1,0,1,-1
2021622100978,2021,622100978,1,1,1,1,22,5,3,0,0,0,0,0,9,7,W01000758,-1,0,0.01804,0.98196,-1
2021131112332,2021,131112332,1,2,2,2,30,6,2,0,0,1,0,0,9,1,E01010632,7,1,1,0,-1
2021351106492,2021,351106492,1,1,3,1,11,3,3,5,1,0,0,0,0,7,E01018025,3,1,0,1,-1
2021501112590,2021,501112590,1,1,1,1,46,8,3,0,0,0,0,0,9,6,E01019016,3,1,0,1,-1
2021411090603,2021,411090603,1,1,1,1,89,11,1,0,0,0,0,0,22,5,E01023727,1,1,0,0,-1
2021101120068,2021,101120068,1,1,3,1,8,2,3,5,1,0,0,0,0,1,E01008625,3,1,0,1,-1
2021010317724,2021,010317724,1,1,1,1,40,7,3,0,0,0,0,0,1,4,E01004338,-1,0,0,1,-1
2021010329585,2021,010329585,1,1,1,2,28,6,3,0,0,0,0,0,9,1,E01000891,-1,0,0,1,-1
2021221022941,2021,221022941,1,1,1,1,38,7,2,0,0,0,0,0,1,5,E01032264,7,1,1,0,-1
2021010328098,2021,010328098,1,2,2,2,-1,-1,3,0,0,0,9,0,11,2,E01004090,-1,0,0,1,-1
2021010347289,2021,010347289,1,1,1,1,27,6,2,0,0,0,0,0,1,2,E01002872,-1,0,1,0,-1
2021141061105,2021,141061105,1,1,1,1,32,6,1,0,0,0,0,0,5,4,E01011153,1,1,0,0,-1
2021041017246,2021,041017246,1,1,3,2,25,5,2,1,1,0,0,0,0,6,E01012719,7,1,1,0,-1
2021302101694,2021,302101694,2,1,1,1,13,3,3,0,0,0,0,0,1,9,E01019703,-1,0,0.05276,0.94724,-1
2021070051894,2021,070051894,3,3,1,1,63,9,3,0,0,0,0,0,19,3,E01005079,-1,0,0.03758,0.96242,-1
2021501122172,2021,501122172,2,2,2,1,1,1,3,0,0,0,0,0,19,1,E01015261,3,1,0,1,-1
2021440361358,2021,440361358,1,1,3,2,14,3,3,1,3,0,0,0,0,1,E01022933,-1,0,0.08102,0.91898,-1
2021471041900,2021,471041900,1,1,3,2,18,4,2,1,1,0,0,0,0,4,E01016986,6,1,1,0,-1
2021122100283,2021,122100283,1,2,2,2,81,11,3,0,0,1,0,0,9,7,E01027766,-1,0,0.08952,0.91048,-1
2021131046593,2021,131046593,2,1,1,1,49,8,3,0,0,0,0,0,9,8,E01011514,3,1,0,1,-1
2021131072392,2021,131072392,1,2,1,2,43,7,3,0,0,0,0,0,9,3,E01011806,3,1,0,1,-1
2021471121078,2021,471121078,1,1,1,2,86,11,3,0,0,0,0,0,9,9,E01031623,3,1,0,1,-1
2021501049911,2021,501049911,2,1,1,2,30,6,3,0,0,0,0,0,9,6,E01015136,3,1,0,1,-1
2021311127817,2021,311127817,1,2,2,2,64,9,3,0,0,1,0,0,9,3,E01028030,3,1,0,1,-1
2021010308858,2021,010308858,1,1,3,1,75,10,3,5,3,0,0,0,0,3,E01002521,-1,0,0,1,-1
2021101011394,2021,101011394,1,1,3,2,45,7,3,5,3,0,0,0,0,2,E01033545,3,1,0,1,-1
2021421087802,2021,421087802,2,1,1,1,21,5,2,0,0,0,0,0,1,3,E01033722,7,1,1,0,-1
2021522102939,2021,522102939,2,1,1,2,23,5,3,0,0,0,0,0,3,6,E01014677,-1,0,0.08871,0.91129,-1
2021201131991,2021,201131991,2,1,1,2,24,5,3,0,0,0,0,0,9,3,E01008890,3,1,0,1,-1
2021061034693,2021,061034693,2,1,1,2,58,9,3,0,0,0,0,0,19,5,E01011096,3,1,0,1,-1
2021501120619,2021,501120619,1,1,3,2,71,10,3,6,9,0,0,0,0,9,E01020186,3,1,0,1,-1
2021522103271,2021,522103271,2,2,1,1,42,7,2,0,0,0,0,0,3,2,E01014659,-1,0,1,0,-1
2021122100538,2021,122100538,1,4,2,1,8,2,3,0,0,2,0,0,9,1,E01010609,-1,0,0.04369,0.95631,-1
2021991049441,2021,991049441,2,1,1,1,40,7,3,0,0,0,0,0,21,5,-1,3,1,0,1,-1
2021010355214,2021,010355214,1,1,1,1,45,7,3,0,0,0,0,0,4,4,E01001180,-1,0,0,1,-1
2021010307035,2021,010307035,2,2,1,2,26,6,3,0,0,0,0,0,9,3,E01001045,-1,0,0,1,-1
2021010343112,2021,010343112,1,1,2,1,21,5,3,0,0,2,0,0,9,-1,-1,-1,0,0,1,-1
2021101011939,2021,101011939,2,1,1,1,25,5,3,0,0,0,0,0,9,1,E01008290,3,1,0,1,-1
2021161124688,2021,161124688,1,1,1,2,35,6,3,0,0,0,0,0,9,1,E01006644,3,1,0,1,-1
2021440051264,2021,440051264,2,1,1,2,21,5,3,0,0,0,0,0,9,10,E01023047,-1,0,0.02385,0.97615,-1
2021991055766,2021,991055766,2,2,1,2,73,10,2,0,0,0,0,0,9,6,-1,6,1,1,0,-1
2021411089526,2021,411089526,1,1,1,1,55,8,3,0,0,0,0,0,19,6,E01023396,3,1,0,1,-1
2021010352020,2021,010352020,1,1,3,1,33,6,3,5,1,0,0,0,0,-1,-1,-1,0,0,1,-1
2021010304017,2021,010304017,2,1,1,1,28,6,3,0,0,0,0,0,9,4,E01000557,-1,0,0,1,-1
2021141076202,2021,141076202,1,1,1,1,19,4,2,0,0,0,0,0,9,-1,-1,7,1,1,0,-1
2021361075061,2021,361075061,1,3,1,2,66,10,3,0,0,0,0,0,9,7,E01026608,3,1,0,1,-1
2021471055633,2021,471055633,1,1,1,2,28,6,3,0,0,0,0,0,9,6,E01021033,3,1,0,1,-1
2021201095900,2021,201095900,1,1,3,2,37,7,2,4,3,0,0,0,0,3,E01009887,7,1,1,0,-1
2021010346742,2021,010346742,2,1,1,1,33,6,3,0,0,0,0,0,2,2,E01000972,-1,0,0,1,-1
2021010323214,2021,010323214,1,1,1,2,24,5,3,0,0,0,0,0,9,8,E01002320,-1,0,0,1,-1
2021010352131,2021,010352131,1,2,2,-1,5,1,3,0,0,2,0,0,9,9,E01012598,-1,0,0,1,-1
2021041115911,2021,041115911,2,1,1,2,27,6,3,0,0,0,0,0,9,1,E01012738,3,1,0,1,-1
2021061096760,2021,061096760,1,1,1,1,19,4,3,0,0,0,0,0,9,8,E01006224,3,1,0,1,-1
2021546417821,2021,546417821,3,2,1,2,32,6,3,0,0,0,0,0,9,6,E01016366,-1,0,0.03939,0.96061,-1
2021361075512,2021,361075512,1,1,3,1,31,6,2,9,9,0,0,0,0,2,E01026614,7,1,1,0,-1
2021010310557,2021,010310557,1,1,1,1,54,8,3,0,0,0,0,0,1,7,E01000197,-1,0,0,1,-1
2021101126057,2021,101126057,2,1,1,1,53,8,3,0,0,0,0,0,9,5,E01008646,3,1,0,1,-1
2021201030038,2021,201030038,2,2,1,1,34,6,3,0,0,0,0,0,9,6,E01017142,3,1,0,1,-1
2021161092762,2021,161092762,2,1,1,1,49,8,3,0,0,0,0,0,1,1,E01012873,3,1,0,1,-1
2021101018065,2021,101018065,2,1,1,1,46,8,3,0,0,0,0,0,9,4,E01027432,3,1,0,1,-1
2021231082318,2021,231082318,2,1,1,2,55,8,3,0,0,0,0,0,9,5,E01032360,3,1,0,1,-1
2021351083106,2021,351083106,2,1,1,2,25,5,2,0,0,0,0,0,9,4,E01018100,7,1,1,0,-1
2021501017205,2021,501017205,1,1,1,2,29,6,3,0,0,0,0,0,9,4,E01018891,3,1,0,1,-1
2021052100445,2021,052100445,2,2,2,2,17,4,3,0,0,0,0,0,10,1,E01006414,-1,0,0.03259,0.96741,-1
2021991045397,2021,991045397,1,1,2,2,57,9,3,0,0,0,3,0,11,1,-1,3,1,0,1,-1
2021201078681,2021,201078681,1,1,3,1,23,5,3,1,3,0,0,2,0,5,E01009690,3,1,0,1,-1
2021122100444,2021,122100444,1,4,2,1,29,6,3,0,0,2,0,0,9,5,E01033019,-1,0,0.05942,0.94058,-1
2021320308737,2021,320308737,2,1,1,2,87,11,3,0,0,0,0,0,9,7,E01026218,-1,0,0.05249,0.94751,-1
2021371073967,2021,371073967,1,2,2,1,80,11,3,0,0,1,0,0,9,4,E01030295,3,1,0,1,-1
2021501065932,2021,501065932,1,2,2,1,14,3,3,0,0,1,0,0,9,10,E01020242,3,1,0,1,-1
2021991033544,2021,991033544,2,1,1,2,48,8,2,0,0,0,0,0,9,5,-1,7,1,1,0,-1
2021070153728,2021,070153728,1,1,1,2,18,4,2,0,0,0,0,0,9,3,E01018746,-1,0,1,0,-1
2021461078674,2021,461078674,2,1,1,1,28,6,3,0,0,0,0,0,9,7,E01000377,3,1,0,1,-1
2021010288739,2021,010288739,1,1,1,2,59,9,3,0,0,0,0,0,1,9,E01003905,-1,0,0,1,-1
2021061047466,2021,061047466,1,1,1,1,33,6,2,0,0,0,0,0,1,9,E01018660,7,1,1,0,-1
2021451047008,2021,451047008,2,1,1,1,29,6,3,0,0,0,0,0,9,4,E01004187,3,1,0,1,-1
2021461112965,2021,461112965,2,1,1,1,21,5,3,0,0,0,0,0,9,1,E01024621,3,1,0,1,-1
2021010303290,2021,010303290,1,1,2,2,55,8,3,0,0,1,0,0,9,2,E01002314,-1,0,0,1,-1
2021010304880,2021,010304880,1,1,1,1,40,7,3,0,0,0,0,0,9,10,E01004104,-1,0,0,1,-1
2021122100222,2021,122100222,1,1,1,2,22,5,3,0,0,0,0,0,9,10,E01013379,-1,0,0.02377,0.97623,-1
2021161106236,2021,161106236,2,2,2,1,38,7,3,0,0,1,0,0,9,1,E01012917,3,1,0,1,-1
2021201144743,2021,201144743,1,1,1,1,31,6,3,0,0,0,0,0,9,1,E01009637,3,1,0,1,-1
2021351119575,2021,351119575,1,1,3,2,11,3,3,10,9,0,0,0,0,2,E01015680,3,1,0,1,-1
2021010339574,2021,010339574,1,1,1,1,29,6,3,0,0,0,0,0,1,4,E01000378,-1,0,0,1,-1
2021010351964,2021,010351964,1,1,1,1,35,6,3,0,0,0,0,0,9,3,E01002554,-1,0,0,1,-1
2021031128448,2021,031128448,2,3,2,2,11,3,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2021131056965,2021,131056965,1,2,2,1,15,3,3,0,0,1,0,0,9,2,E01010778,3,1,0,1,-1
2021131114903,2021,131114903,1,1,1,2,24,5,3,0,0,0,0,0,9,3,E01011779,3,1,0,1,-1
2021101085473,2021,101085473,1,1,3,1,76,11,2,9,9,0,0,0,0,3,E01008163,5,1,1,0,-1
2021201090646,2021,201090646,2,1,1,1,57,9,3,0,0,0,0,0,1,9,E01010175,3,1,0,1,-1
2021041019651,2021,041019651,1,4,2,1,19,4,3,0,0,2,0,0,9,1,E01025236,3,1,0,1,-1
2021122100676,2021,122100676,1,1,1,1,24,5,3,0,0,0,0,0,9,6,E01013398,-1,0,0.04098,0.95902,-1
2021201078422,2021,201078422,2,1,1,1,57,9,3,0,0,0,0,0,9,3,E01010538,3,1,0,1,-1
2021471085515,2021,471085515,2,1,1,2,42,7,3,0,0,0,0,0,9,4,E01016974,3,1,0,1,-1
2021010294575,2021,010294575,2,1,1,2,28,6,3,0,0,0,0,0,1,5,E01001935,-1,0,0,1,-1
2021010349359,2021,010349359,1,1,1,1,32,6,2,0,0,0,0,0,8,1,E01003487,-1,0,1,0,-1
2021010337114,2021,010337114,1,1,1,1,40,7,3,0,0,0,0,0,9,6,E01001964,-1,0,0,1,-1
2021201141731,2021,201141731,2,1,1,1,50,8,3,0,0,0,0,0,9,1,E01008887,3,1,0,1,-1
2021543856621,2021,543856621,2,3,2,2,22,5,3,0,0,1,0,0,9,7,E01022175,-1,0,0.04684,0.95316,-1
202163B079021,2021,63B079021,1,1,2,2,57,9,3,0,0,2,2,0,9,-1,-1,-1,0,0.12248,0.87752,-1
2021061115370,2021,061115370,1,1,3,2,92,11,2,10,9,0,0,0,0,8,E01004891,7,1,1,0,-1
2021010340711,2021,010340711,1,1,1,2,27,6,3,0,0,0,0,0,1,2,E01001976,-1,0,0,1,-1
2021231104746,2021,231104746,1,1,1,2,63,9,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2021302100539,2021,302100539,1,1,2,2,34,6,3,0,0,2,0,0,9,9,E01019430,-1,0,0.02139,0.97861,-1
2021351121027,2021,351121027,1,2,2,1,50,8,3,0,0,1,0,0,9,1,E01015600,3,1,0,1,-1
2021061082478,2021,061082478,1,1,1,2,30,6,3,0,0,0,0,0,9,5,E01005687,3,1,0,1,-1
2021101069311,2021,101069311,1,1,1,1,59,9,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2021991034540,2021,991034540,2,1,1,1,29,6,3,0,0,0,0,0,9,2,-1,3,1,0,1,-1
2021401106350,2021,401106350,1,3,2,2,22,5,3,0,0,0,0,0,21,4,E01020826,3,1,0,1,-1
2021052101085,2021,052101085,1,1,1,2,18,4,2,0,0,0,0,0,-1,1,E01006547,-1,0,1,0,-1
2021010319576,2021,010319576,1,1,3,2,32,6,3,5,1,0,0,0,0,3,E01000089,-1,0,0,1,-1
2021991114674,2021,991114674,1,1,3,1,26,6,3,5,1,0,0,0,0,4,-1,3,1,0,1,-1
2021052100416,2021,052100416,2,1,1,2,33,6,3,0,0,0,0,0,9,2,E01007239,-1,0,0.00261,0.99739,-1
2021061097684,2021,061097684,1,1,1,2,46,8,2,0,0,0,0,0,9,7,E01025457,7,1,1,0,-1
2021501081083,2021,501081083,1,1,1,2,57,9,3,0,0,0,0,0,9,5,E01018765,3,1,0,1,-1
2021421100922,2021,421100922,1,1,1,1,15,3,3,0,0,0,0,0,1,2,E01021699,3,1,0,1,-1
2021031018331,2021,031018331,1,1,1,1,18,4,2,0,0,0,0,0,3,5,E01019359,7,1,1,0,-1
2021221085823,2021,221085823,1,1,1,1,53,8,2,0,0,0,0,0,5,9,E01032336,5,1,1,0,-1
202134NNC0041,2021,34NNC0041,2,1,1,1,17,4,3,0,0,0,0,0,9,3,E01027081,-1,0,0.0246,0.9754,-1
2021501017128,2021,501017128,2,1,1,1,32,6,3,0,0,0,0,0,19,10,E01015131,3,1,0,1,-1
2021131037052,2021,131037052,2,1,1,1,29,6,3,0,0,0,0,0,20,2,E01011259,3,1,0,1,-1
2021430203322,2021,430203322,2,1,1,1,43,7,3,0,0,0,0,0,21,4,E01028466,-1,0,0.08306,0.91694,-1
2021010325392,2021,010325392,1,1,3,1,53,8,3,5,1,0,0,0,0,5,E01024039,-1,0,0,1,-1
2021421106692,2021,421106692,2,1,1,2,53,8,3,0,0,0,0,0,1,9,E01021724,3,1,0,1,-1
2021471041484,2021,471041484,1,1,1,1,60,9,2,0,0,0,0,0,5,1,E01020989,6,1,1,0,-1
2021201049211,2021,201049211,2,1,1,2,27,6,3,0,0,0,0,0,9,10,E01010205,3,1,0,1,-1
2021471104468,2021,471104468,1,1,2,1,24,5,3,0,0,2,0,0,9,7,E01002939,3,1,0,1,-1
2021501100490,2021,501100490,1,1,1,1,86,11,3,0,0,0,0,0,19,7,E01018883,3,1,0,1,-1
2021332100519,2021,332100519,1,1,3,1,4,1,3,6,9,0,0,0,0,1,E01013882,-1,0,0.02625,0.97375,-1
2021010331416,2021,010331416,1,1,2,2,-1,-1,3,0,0,9,0,0,9,2,E01003593,-1,0,0,1,-1
2021131107684,2021,131107684,2,2,1,2,47,8,3,0,0,0,0,0,9,8,E01011769,3,1,0,1,-1
2021201065560,2021,201065560,1,1,1,1,48,8,3,0,0,0,0,0,9,1,E01010076,3,1,0,1,-1
2021461070896,2021,461070896,1,1,1,1,48,8,2,0,0,0,0,0,-1,6,E01024292,7,1,1,0,-1
2021052101672,2021,052101672,1,1,1,2,73,10,3,0,0,0,0,0,9,2,E01007271,-1,0,0.05894,0.94106,-1
2021131074514,2021,131074514,3,1,1,1,62,9,3,0,0,0,0,0,9,9,E01011628,3,1,0,1,-1
2021440395549,2021,440395549,1,1,1,1,20,4,3,0,0,0,0,0,9,6,E01017173,-1,0,0.07994,0.92006,-1
2021522102043,2021,522102043,1,1,1,2,26,6,3,0,0,0,0,0,9,1,E01014658,-1,0,0.02139,0.97861,-1
2021010340660,2021,010340660,1,1,2,1,52,8,2,0,0,0,1,0,11,3,E01003569,-1,0,1,0,-1
2021361052321,2021,361052321,1,1,3,2,22,5,3,5,3,0,0,0,0,7,E01026526,3,1,0,1,-1
2021430297884,2021,430297884,1,1,3,2,13,3,3,5,1,0,0,0,0,7,E01016613,-1,0,0.11917,0.88083,-1
2021010318804,2021,010318804,1,1,1,2,32,6,3,0,0,0,0,0,9,7,E01001131,-1,0,0,1,-1
2021010339647,2021,010339647,1,1,1,2,28,6,3,0,0,0,0,0,9,5,E01000594,-1,0,0,1,-1
2021471047343,2021,471047343,2,2,1,1,37,7,3,0,0,0,0,0,9,7,E01031398,3,1,0,1,-1
2021522105211,2021,522105211,1,1,1,1,36,7,3,0,0,0,0,0,9,1,E01014486,-1,0,0.00565,0.99435,-1
2021351116107,2021,351116107,3,2,2,2,22,5,3,0,0,0,0,0,20,3,E01017977,3,1,0,1,-1
2021010359748,2021,010359748,2,1,1,1,57,9,3,0,0,0,0,0,1,4,E01003178,-1,0,0,1,-1
2021052100704,2021,052100704,1,1,1,2,42,7,3,0,0,0,0,0,9,1,E01006442,-1,0,0.05118,0.94882,-1
202106G080128,2021,06G080128,2,2,1,1,30,6,3,0,0,0,0,0,9,1,E01005941,-1,0,0.07984,0.92016,-1
2021610005721,2021,610005721,1,3,2,1,17,4,2,0,0,2,0,0,9,-1,-1,-1,0,1,0,-1
202163A026721,2021,63A026721,1,2,1,1,76,11,2,0,0,0,0,0,9,6,E01014769,-1,0,1,0,-1
2021041116325,2021,041116325,2,1,2,2,42,7,3,0,0,1,0,0,9,9,E01025569,3,1,0,1,-1
2021061091342,2021,061091342,2,1,1,2,40,7,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2021111067546,2021,111067546,2,1,1,2,59,9,1,0,0,0,0,0,9,1,E01020749,1,1,0,0,-1
2021122100278,2021,122100278,1,1,1,1,40,7,2,0,0,0,0,0,9,10,E01027880,-1,0,1,0,-1
2021122101070,2021,122101070,1,1,1,1,67,10,2,0,0,0,0,0,9,8,E01027563,-1,0,1,0,-1
2021461097068,2021,461097068,1,1,1,1,36,7,2,0,0,0,0,0,9,6,E01000414,5,1,1,0,-1
2021010332733,2021,010332733,2,1,1,1,44,7,3,0,0,0,0,0,1,4,E01004002,-1,0,0,1,-1
2021430131013,2021,430131013,1,1,1,1,46,8,3,0,0,0,0,0,9,-1,-1,-1,0,0.12456,0.87544,-1
2021461020376,2021,461020376,2,2,1,1,56,9,3,0,0,0,0,0,9,8,E01024762,3,1,0,1,-1
2021461151412,2021,461151412,2,3,2,1,5,1,3,0,0,-1,0,0,9,2,E01024585,3,1,0,1,-1
2021501090315,2021,501090315,2,2,1,2,28,6,3,0,0,0,0,0,9,6,E01020142,3,1,0,1,-1
2021430556167,2021,430556167,1,1,3,1,46,8,2,10,9,0,0,0,0,-1,-1,-1,0,1,0,-1
2021622100950,2021,622100950,1,1,3,2,72,10,3,6,9,0,0,0,0,-1,-1,-1,0,0.06688,0.93312,-1
2021010308402,2021,010308402,1,1,1,1,35,6,3,0,0,0,0,0,1,4,E01001615,-1,0,0,1,-1
2021010330851,2021,010330851,3,1,1,2,29,6,2,0,0,0,0,0,3,4,E01000543,-1,0,1,0,-1
2021461041754,2021,461041754,2,1,1,1,21,5,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2021552101265,2021,552101265,2,2,1,2,31,6,3,0,0,0,0,0,9,6,E01015349,-1,0,0.03739,0.96261,-1
2021010317965,2021,010317965,1,1,1,1,48,8,3,0,0,0,0,0,9,9,E01000840,-1,0,0,1,-1
2021052100989,2021,052100989,2,2,2,2,46,8,3,0,0,1,0,0,9,-1,-1,-1,0,0.0212,0.9788,-1
2021010291244,2021,010291244,1,1,1,1,80,11,2,0,0,0,0,0,9,6,E01002360,-1,0,1,0,-1
2021522100170,2021,522100170,1,1,1,1,53,8,3,0,0,0,0,0,1,9,E01014918,-1,0,0.06034,0.93966,-1
2021231090625,2021,231090625,3,2,1,1,37,7,3,0,0,0,0,0,9,10,E01026926,3,1,0,1,-1
2021461078206,2021,461078206,2,2,1,2,44,7,3,0,0,0,0,0,9,7,E01032820,3,1,0,1,-1
2021501032366,2021,501032366,2,2,1,1,47,8,3,0,0,0,0,0,9,4,E01020321,3,1,0,1,-1
202160Z117567,2021,60Z117567,2,3,2,2,83,11,3,0,0,1,0,0,9,-1,-1,-1,0,0.19552,0.80448,-1
2021610057621,2021,610057621,2,1,1,1,71,10,3,0,0,1,0,0,9,1,W01001386,-1,0,0.14091,0.85909,-1
2021010344591,2021,010344591,2,1,2,2,10,2,3,0,0,0,0,0,-1,9,E01001379,-1,0,0,1,-1
202131B184521,2021,31B184521,1,1,1,1,24,5,3,0,0,0,0,0,3,6,E01028037,-1,0,0.2109,0.7891,-1
2021138210286,2021,138210286,2,1,2,2,7,2,3,0,0,2,0,0,9,2,E01011136,-1,0,0.02575,0.97425,-1
2021141011409,2021,141011409,1,1,1,1,68,10,2,0,0,0,0,0,9,-1,-1,7,1,1,0,-1
2021161047168,2021,161047168,1,2,2,2,35,6,3,0,0,1,0,0,9,7,E01013256,3,1,0,1,-1
2021430462598,2021,430462598,1,1,1,1,72,10,3,0,0,0,0,0,9,10,E01016532,-1,0,0.00652,0.99348,-1
2021501119222,2021,501119222,1,2,2,1,42,7,3,0,0,-1,0,0,9,2,E01019074,3,1,0,1,-1
2021501119556,2021,501119556,2,2,1,2,38,7,3,0,0,0,0,0,9,4,E01018926,3,1,0,1,-1
2021522103813,2021,522103813,1,1,1,1,45,7,3,0,0,0,0,0,9,5,E01014720,-1,0,0.00445,0.99555,-1
2021010306996,2021,010306996,2,2,1,1,19,4,3,0,0,0,0,0,2,1,E01002748,-1,0,0,1,-1
2021122100359,2021,122100359,1,1,1,2,55,8,3,0,0,0,0,0,9,9,E01027917,-1,0,0.05748,0.94252,-1
2021332100459,2021,332100459,1,1,1,1,28,6,3,0,0,0,0,0,9,10,E01025714,-1,0,0.02613,0.97387,-1
2021371084902,2021,371084902,3,1,1,1,32,6,3,0,0,0,0,0,9,6,E01026758,3,1,0,1,-1
2021501126526,2021,501126526,1,2,1,1,48,8,2,0,0,0,0,0,9,6,E01019971,7,1,1,0,-1
2021010308319,2021,010308319,1,1,2,2,22,5,3,0,0,2,0,0,9,2,E01003483,-1,0,0,1,-1
2021010313006,2021,010313006,1,1,1,2,58,9,3,0,0,0,0,0,9,8,E01000173,-1,0,0,1,-1
2021010325369,2021,010325369,2,1,1,2,33,6,3,0,0,0,0,0,9,6,E01014780,-1,0,0,1,-1
2021320584917,2021,320584917,1,1,1,1,34,6,3,0,0,0,0,0,9,3,E01026075,-1,0,0.09002,0.90998,-1
2021461032849,2021,461032849,3,2,2,2,63,9,3,0,0,1,0,0,9,2,E01024294,3,1,0,1,-1
2021041062958,2021,041062958,2,1,1,2,18,4,3,0,0,0,0,0,9,8,E01025348,3,1,0,1,-1
2021052101395,2021,052101395,2,1,1,2,31,6,3,0,0,0,0,0,9,5,E01006593,-1,0,0.04488,0.95512,-1
2021440118650,2021,440118650,1,2,1,1,42,7,3,0,0,0,0,0,9,9,E01030760,-1,0,0.0737,0.9263,-1
2021501086277,2021,501086277,2,1,1,2,51,8,3,0,0,0,0,0,9,6,E01015252,3,1,0,1,-1
202163C101221,2021,63C101221,3,1,1,2,54,8,2,0,0,0,0,0,9,-1,-1,-1,0,1,0,-1
2021052100065,2021,052100065,2,1,1,1,18,4,3,0,0,0,0,0,9,1,E01007162,-1,0,0.02977,0.97023,-1
2021421056293,2021,421056293,2,2,2,2,30,6,3,0,0,1,0,0,9,-1,-1,3,1,0,1,-1
2021430269453,2021,430269453,1,1,1,2,40,7,3,0,0,0,0,0,9,3,E01016465,-1,0,0.03289,0.96711,-1
2021440055758,2021,440055758,2,1,1,1,38,7,3,0,0,0,0,0,19,7,E01022710,-1,0,0.02913,0.97087,-1
2021010325387,2021,010325387,1,1,1,1,59,9,3,0,0,0,0,0,9,8,E01004144,-1,0,0,1,-1
2021061093157,2021,061093157,2,2,2,2,32,6,3,0,0,1,0,0,9,2,E01005354,3,1,0,1,-1
2021320647058,2021,320647058,2,1,1,1,69,10,3,0,0,0,0,0,9,2,E01026026,-1,0,0.05591,0.94409,-1
2021552100657,2021,552100657,1,1,1,1,13,3,3,0,0,0,0,0,1,7,E01020357,-1,0,0.07262,0.92738,-1
2021361114637,2021,361114637,1,1,3,1,82,11,2,1,1,0,0,0,0,5,E01026744,5,1,1,0,-1
2021471124119,2021,471124119,1,1,3,1,76,11,3,1,1,0,0,0,0,4,E01031435,3,1,0,1,-1
2021141106532,2021,141106532,1,1,3,2,14,3,3,1,1,0,0,0,0,1,E01007370,3,1,0,1,-1
